shrid2,state_name,district_name,land_area_sq_km,total_population,total_consumption,per_capita_consumption,poverty_rate,total_firms_count,total_employment,manufacturing_employment,services_employment,distance_to_town_km,commercial_bank_availability,cooperative_bank_availability,all_weather_road_access,commercial_power_supply,local_market_availability,subdistrict_name,village_name
11-18-321-02124-303124,Assam,Kamrup,8.522,2280,82522.1484375,17468.732421875,0.181573033332825,139,207,11,179,70,0,0,1,0,0,boko,no-2 dilinga
11-18-321-02124-303125,Assam,Kamrup,3.7025,858,51633.92578125,11598.4990234375,0.630558729171753,54,71,5,66,65,0,0,1,0,1,boko,jobepara
11-18-321-02124-303126,Assam,Kamrup,3.3069,1151,72525.515625,16401.529296875,0.244699642062187,135,168,4,133,54,0,0,1,0,0,boko,jalukbari
11-18-321-02124-303127,Assam,Kamrup,1.965,976,86432.6015625,17663.8046875,0.169642850756645,17,25,0,25,55,0,0,1,0,0,boko,pukhuripara
11-18-321-02124-303128,Assam,Kamrup,3.0618,1133,89557.7734375,20354.0390625,0.161713287234306,54,86,0,86,65,0,0,1,1,0,boko,ujanpara
11-18-321-02124-303129,Assam,Kamrup,2.2438002,921,88327.859375,20956.037109375,0.0988553613424301,55,86,10,76,60,0,0,1,1,0,boko,majpara
11-18-321-02124-303130,Assam,Kamrup,1.4742999,674,,,,24,48,8,40,63,0,0,0,0,0,boko,narenga
11-18-321-02124-303131,Assam,Kamrup,1.5926,731,89422.765625,20787.890625,0.0805194824934005,16,35,0,35,55,0,0,1,0,0,boko,niz bekeli
11-18-321-02124-303132,Assam,Kamrup,0.83879995,400,62559.703125,14022.001953125,0.512315273284912,8,59,0,59,48,0,0,1,0,1,boko,kamar gaon
11-18-321-02124-303133,Assam,Kamrup,0.7907,381,72925.5703125,14879.021484375,0.55667507648468,47,55,3,34,42,0,0,1,0,0,boko,dakhalai
11-18-321-02124-303134,Assam,Kamrup,1.2221,642,69423.8984375,13905.2294921875,0.494845360517502,17,23,0,16,40,0,0,1,0,0,boko,khatla
11-18-321-02124-303135,Assam,Kamrup,3.756,849,76257.875,15684.857421875,0.335227280855179,54,86,9,77,48,0,0,1,0,1,boko,simila
11-18-321-02124-303136,Assam,Kamrup,2.0116,147,51779.484375,10806.1533203125,0.721739113330841,4,8,0,8,68,0,0,1,0,0,boko,upper lumpi
11-18-321-02124-303137,Assam,Kamrup,2.0049,46,65089.43359375,14737.23046875,0.490566045045853,1,5,0,5,68,0,0,0,0,1,boko,omiup
11-18-321-02124-303138,Assam,Kamrup,2.6741,90,51539.6328125,15158.7158203125,0.196078434586525,3,10,0,10,80,0,0,0,0,0,boko,moutapi moulan
11-18-321-02124-303139,Assam,Kamrup,1.3377,390,57102.1328125,12420.5205078125,0.52259886264801,29,44,2,39,100,0,0,1,0,0,boko,mokebari
11-18-321-02124-303140,Assam,Kamrup,2.718,662,45445.1640625,9556.2255859375,0.710280358791351,23,42,3,39,68,0,0,0,0,0,boko,lower lumpi
11-18-321-02124-303141,Assam,Kamrup,2.677,98,41893.1171875,12966.91796875,0.61904764175415,2,3,0,3,70,0,0,0,0,1,boko,umtap
11-18-321-02124-303142,Assam,Kamrup,4.0173,788,46033.453125,9112.8818359375,0.714701592922211,44,89,30,54,92,0,0,1,0,0,boko,harsa nagar
11-18-321-02124-303143,Assam,Kamrup,1.3336,77,47212.23828125,10853.3876953125,0.471264362335205,8,11,0,9,95,0,0,0,0,0,boko,nangapam
11-18-321-02124-303144,Assam,Kamrup,2.6757002,118,45738.40234375,8352.23046875,0.791304349899292,10,12,2,10,58,0,0,1,0,0,boko,somerang khanasumari
11-18-321-02124-303145,Assam,Kamrup,2.478,73,46242.21875,10509.5947265625,0.511363625526428,15,23,0,23,65,0,0,0,0,0,boko,khatapara
11-18-321-02124-303146,Assam,Kamrup,3.3314002,201,80826.5390625,17570.98828125,0.124223604798317,4,11,0,11,83,0,0,1,0,1,boko,bangjeng
11-18-321-02124-303147,Assam,Kamrup,2.6748002,141,60782.87890625,12991.759765625,0.587786257266998,5,12,0,12,68,0,0,0,0,0,boko,panbari
11-18-321-02124-303148,Assam,Kamrup,2.6757002,196,53379.81640625,9042.482421875,0.825136601924896,8,19,4,13,54,0,0,1,0,0,boko,drounpara
11-18-321-02124-303149,Assam,Kamrup,2.6760998,101,45484.7578125,8122.2783203125,0.821428596973419,3,5,0,5,51,0,0,1,0,0,boko,longtari pahar
11-18-321-02124-303150,Assam,Kamrup,2.6757998,654,67056.0078125,12524.8291015625,0.577586233615875,23,53,0,41,50,0,0,1,0,0,boko,kampa doni kampadali
11-18-321-02124-303151,Assam,Kamrup,1.344,104,65751.109375,16016.296875,0.333333343267441,12,16,0,16,54,0,0,1,0,1,boko,talimara pathar
11-18-321-02124-303152,Assam,Kamrup,1.0026001,331,105849.9609375,18695.578125,0.0545454546809196,6,10,1,9,45,0,0,0,0,0,boko,upar tarabari
11-18-321-02124-303154,Assam,Kamrup,1.2037001,227,113411.5546875,17407.353515625,0.158139541745186,3,7,0,7,45,0,0,0,0,0,boko,thangkhula
11-18-321-02124-303155,Assam,Kamrup,0.9364,116,60005.6328125,9828.5087890625,0.793103456497192,11,17,1,16,35,0,0,0,0,0,boko,dhweni
11-18-321-02124-303156,Assam,Kamrup,0.9366,258,56619.60546875,9505.4814453125,0.773722648620606,21,26,3,22,46,0,0,0,0,0,boko,srigindi
11-18-321-02124-303157,Assam,Kamrup,0.41619998,57,56026.05859375,10271.443359375,0.850000023841858,8,8,0,8,45,0,0,0,0,0,boko,double para
11-18-321-02124-303158,Assam,Kamrup,3.076,153,42938.09765625,10734.525390625,0.801282048225403,,,,,101,0,0,1,0,0,boko,rani
11-18-321-02124-303159,Assam,Kamrup,1.3402001,54,64228.65625,14418.677734375,0.122448980808258,,,,,68,0,0,0,0,0,boko,umchiang
11-18-321-02124-303160,Assam,Kamrup,0.34759998,52,51847.65234375,12734.51171875,0.614035069942474,,,,,108,0,0,0,0,0,boko,umarchit
11-18-321-02124-303161,Assam,Kamrup,0.8025,154,43223.87109375,9863.1650390625,0.778523504734039,7,13,0,12,75,0,0,1,0,0,boko,umali
11-18-321-02124-303162,Assam,Kamrup,2.6757002,320,56795.9453125,10308.1611328125,0.683274030685425,10,12,0,12,88,0,0,1,0,0,boko,nowapara
11-18-321-02125-303163,Assam,Kamrup,3.7779999,941,62843.1640625,11609.1044921875,0.547596633434296,13,26,0,26,,0,0,1,0,0,palasbari,kalapani no-1
11-18-321-02125-303164,Assam,Kamrup,1.3514,1291,99579.90625,20703.732421875,0.0638945251703262,7,14,0,14,36,0,0,1,0,0,palasbari,pagladia n c pagaladia n c
11-18-321-02125-303165,Assam,Kamrup,4.5816,69,69852.09375,13097.267578125,0.53125,,,,,,0,0,0,0,0,palasbari,siyalmara n c
11-18-321-02125-303166,Assam,Kamrup,1.8826,4166,87975.8125,15237.498046875,0.348883360624313,21,27,1,24,30,0,0,1,0,0,palasbari,bardia n c
11-18-321-02125-303167,Assam,Kamrup,1.3324001,706,56825.89453125,10872.015625,0.702169597148895,15,21,0,21,16,0,0,0,0,0,palasbari,bardia gaon
11-18-321-02125-303168,Assam,Kamrup,1.8125733,7,49606.59375,7086.65625,1,,,,,,0,0,0,0,0,palasbari,futuri no-2
11-18-321-02125-303169,Assam,Kamrup,1.2543,72,36520.66015625,18260.330078125,0,,,,,15,0,0,0,0,0,palasbari,futuri no-1
11-18-321-02125-303174,Assam,Kamrup,1.2179,2975,75955.3203125,13943.9970703125,0.506408035755158,53,78,5,71,30,0,0,1,0,0,palasbari,bhatkhowadia n c
11-18-321-02125-303175,Assam,Kamrup,0.8097,144,70427.0546875,11951.2578125,0.600000023841858,8,8,0,8,30,0,0,0,0,0,palasbari,kalapani no-2
11-18-321-02125-303177,Assam,Kamrup,2.31,23,46268.9921875,10269.728515625,0.706443905830383,6,6,0,6,,0,0,0,0,1,palasbari,sengaratari
11-18-321-02125-303178,Assam,Kamrup,1.8130001,342,51933.03125,10991.9609375,0.662576675415039,4,8,0,8,,0,0,0,0,0,palasbari,charaimari
11-18-321-02125-303179,Assam,Kamrup,2.0765,227,56562.83203125,11181.0244140625,0.662790715694428,6,13,0,13,,0,0,0,0,0,palasbari,kajalartari
11-18-321-02125-303180,Assam,Kamrup,2.94,84,58688.85546875,10356.857421875,0.742647051811218,,,,,40,0,0,0,0,0,palasbari,dariartari
11-18-321-02125-303181,Assam,Kamrup,1.5455999,43,62894.61328125,9783.6064453125,0.777777791023254,,,,,,0,0,0,0,1,palasbari,kalardia
11-18-321-02125-303183,Assam,Kamrup,2.37,5,66480.4765625,66480.4765625,0,8,14,12,0,25,0,0,0,0,1,palasbari,keotpara boutpara
11-18-321-02125-303184,Assam,Kamrup,2.2577,322,55385.33203125,12410.759765625,0.551839470863342,7,10,0,10,20,0,0,0,0,0,palasbari,bartari
11-18-321-02125-303185,Assam,Kamrup,1.1406,406,54734.94140625,11061.9169921875,0.643044590950012,25,39,9,30,15,0,0,0,0,1,palasbari,futuri no-3
11-18-321-02125-303186,Assam,Kamrup,2.8119001,3159,76685.359375,15618.5859375,0.357924461364746,123,205,11,193,15,0,0,1,0,1,palasbari,dhalipar
11-18-321-02125-303187,Assam,Kamrup,1.5511,588,88062.4609375,16209.7265625,0.263716816902161,29,67,29,37,13,0,0,1,0,0,palasbari,roumari
11-18-321-02125-303188,Assam,Kamrup,2.7835999,2385,78720.640625,17160.67578125,0.226051926612854,51,146,20,126,25,0,0,1,0,0,palasbari,bejartari
11-18-321-02125-303189,Assam,Kamrup,0.5406,302,69080.671875,22608.21875,0.0969696938991546,2,4,0,4,16,0,0,0,0,0,palasbari,bangshor
11-18-321-02125-303192,Assam,Kamrup,2.2625,31,67288.703125,12486.564453125,0.463917523622513,,,,,24,0,0,0,0,1,palasbari,bherbheri
11-18-321-02125-303193,Assam,Kamrup,2.255,138,57216.46484375,7972.78564453125,0.918032765388489,1,2,0,2,,0,0,0,0,0,palasbari,mallartari
11-18-321-02125-303194,Assam,Kamrup,4.4509,561,66183.40625,13702.5693359375,0.418219447135925,9,15,3,12,35,0,0,0,0,0,palasbari,kandulimari
11-18-321-02125-303195,Assam,Kamrup,1.6891,88,53524.19921875,32114.51953125,0,5,6,3,3,19,0,0,0,0,0,palasbari,biturtari
11-18-321-02125-303196,Assam,Kamrup,2.8869,18,48878.8984375,48878.8984375,0,1,1,0,1,20,0,0,0,0,0,palasbari,baniapara
11-18-321-02125-303197,Assam,Kamrup,3.6146,1764,59506.75,12106.939453125,0.536148428916931,92,199,13,181,20,0,0,1,0,0,palasbari,panikhaiti
11-18-321-02125-303198,Assam,Kamrup,2.595,402,65629.2890625,11653.798828125,0.504672884941101,5,9,0,9,14,0,0,1,0,1,palasbari,jarabari gaon
11-18-321-02125-303200,Assam,Kamrup,1.7372,902,83143.4296875,18536.5390625,0.221642762422562,8,18,0,18,,0,0,0,0,0,palasbari,sapartari
11-18-321-02125-303201,Assam,Kamrup,5.5038,7084,81513.21875,16936.392578125,0.308757811784744,494,719,38,468,13,1,1,1,1,1,palasbari,amtola
11-18-321-02125-303202,Assam,Kamrup,2.7012,1287,79895.828125,17031.29296875,0.254320979118347,72,182,10,172,13,0,0,1,0,0,palasbari,jiakur no-1
11-18-321-02125-303203,Assam,Kamrup,4.3633,3680,75030.0625,15708.21484375,0.398701637983322,241,515,58,377,11,0,0,1,1,1,palasbari,jiakur no-2
11-18-321-02125-303204,Assam,Kamrup,1.7677001,207,74246.59375,13749.369140625,0.444444447755814,6,9,0,9,13,0,0,1,0,0,palasbari,jalnamdani
11-18-321-02125-303205,Assam,Kamrup,4.4481,402,74727.9296875,16790.720703125,0.182716056704521,33,43,17,25,7,0,0,1,1,0,palasbari,rampur no-1
11-18-321-02125-303206,Assam,Kamrup,1.8436999,3171,87759.2109375,17182.1015625,0.227695167064667,134,197,19,174,15,0,0,1,0,0,palasbari,sulikata sulikata pathar
11-18-321-02125-303207,Assam,Kamrup,1.5217,826,76178.8125,18161.185546875,0.182989686727524,16,31,1,29,8,0,0,1,0,1,palasbari,guimara
11-18-321-02125-303208,Assam,Kamrup,3.0310998,394,107607.0859375,22508.072265625,0.0286532957106828,27,38,4,33,15,0,0,0,0,1,palasbari,sapathuri
11-18-321-02125-303209,Assam,Kamrup,1.84,390,53786.34375,11123.353515625,0.667539238929749,7,9,0,9,36,0,0,0,0,0,palasbari,simina no-2
11-18-321-02125-303210,Assam,Kamrup,0.96699995,40,40701.3671875,30902.888671875,0,,,,,36,0,0,0,0,0,palasbari,simina no-1
11-18-321-02125-303211,Assam,Kamrup,1.1315,79,54232.625,32161.208984375,0,,,,,,0,0,0,0,0,palasbari,barbhui
11-18-321-02125-303212,Assam,Kamrup,0.5547,35,57409.42578125,32805.38671875,0,,,,,,0,0,0,0,0,palasbari,joypur
11-18-321-02125-303213,Assam,Kamrup,1.7045,63,43373.59375,29122.26953125,0,5,5,0,5,,0,0,0,0,0,palasbari,singimari
11-18-321-02125-303214,Assam,Kamrup,1.71,706,90805.6796875,18548.72265625,0.195121943950653,69,90,4,86,,0,0,1,0,1,palasbari,karipara
11-18-321-02125-303215,Assam,Kamrup,5.43,702,85061.1640625,19660.36328125,0.0959119498729705,40,52,7,44,,0,0,1,0,0,palasbari,bholapara
11-18-321-02125-303216,Assam,Kamrup,3.0944,4049,85933.8984375,18136.162109375,0.235818684101105,188,283,20,262,3,0,0,1,0,0,palasbari,dakhala
11-18-321-02125-303217,Assam,Kamrup,3.1936998,3598,102542.3984375,24599.978515625,0.100372903048992,103,163,6,157,4,0,0,1,0,0,palasbari,barhanti rangamati
11-18-321-02125-303218,Assam,Kamrup,1.2486,2165,100319.828125,21301.771484375,0.130559533834457,152,256,120,131,4,0,0,1,0,0,palasbari,rajapukhuri
11-18-321-02125-303219,Assam,Kamrup,3.5414002,7554,88196.21875,20154.05078125,0.246805652976036,849,1426,110,1235,6,1,1,1,0,1,palasbari,rampur no-2
11-18-321-02125-303220,Assam,Kamrup,3.754,3327,107594.578125,22759.162109375,0.145276293158531,172,292,3,289,6,0,0,1,1,1,palasbari,rampur no-3
11-18-321-02125-303221,Assam,Kamrup,5.7222,3910,87811.078125,19009.724609375,0.221826508641243,255,322,14,306,8,0,0,1,0,0,palasbari,tezpur
11-18-321-02125-303222,Assam,Kamrup,3.7692,4597,88758.6015625,18293.00390625,0.199198752641678,304,405,52,324,10,0,0,1,0,0,palasbari,satpakhali
11-18-321-02125-303223,Assam,Kamrup,2.5203,2426,84048.171875,17773.884765625,0.226455479860306,121,166,8,158,18,0,0,1,1,0,palasbari,haropara
11-18-321-02125-303224,Assam,Kamrup,3.6166,1612,94076.46875,18815.294921875,0.182334378361702,47,116,3,113,12,0,0,1,0,0,palasbari,dahajatia
11-18-321-02125-303225,Assam,Kamrup,7.3338,430,65822.140625,12627.748046875,0.529976010322571,19,32,0,15,20,0,0,0,0,0,palasbari,marabhitha
11-18-321-02125-303226,Assam,Kamrup,2.7510002,7,97232.2265625,13890.318359375,0,1,2,0,2,20,0,0,0,0,0,palasbari,batakuchi
11-18-321-02125-303227,Assam,Kamrup,2.5356,777,74025.1484375,14983.642578125,0.349865943193436,36,51,1,47,,0,0,1,0,0,palasbari,ghoramara
11-18-321-02125-303228,Assam,Kamrup,2.8866,259,71994.1015625,13407.80859375,0.477732807397842,12,14,0,14,,0,0,0,0,0,palasbari,dighalkuchi
11-18-321-02125-303229,Assam,Kamrup,1.6446,843,79927.6796875,17184.451171875,0.280000001192093,31,43,6,35,30,0,0,1,0,0,palasbari,titua gaon
11-18-321-02125-303230,Assam,Kamrup,1.4014,944,70591.6328125,19902.48828125,0.342143893241882,26,48,7,41,20,0,0,0,0,1,palasbari,biro gaon
11-18-321-02125-303231,Assam,Kamrup,3.9343,2933,74573.890625,16312.1884765625,0.284724742174149,103,177,15,162,,0,0,1,1,0,palasbari,jaji gaon
11-18-321-02125-303232,Assam,Kamrup,1.4097,553,70382.359375,14929.591796875,0.412878781557083,10,10,3,7,,0,0,1,0,0,palasbari,dhani para
11-18-321-02125-303233,Assam,Kamrup,0.8973,386,73505.2578125,13901.25390625,0.406735748052597,4,4,1,3,20,0,0,0,0,0,palasbari,pathelipara
11-18-321-02125-303234,Assam,Kamrup,0.4114,530,73505.265625,15802.908203125,0.24063116312027,4,4,0,4,,0,0,1,0,0,palasbari,dhengargaon
11-18-321-02125-303235,Assam,Kamrup,1.641,656,78209.265625,17575.115234375,0.136436596512795,9,24,0,24,30,0,0,0,0,0,palasbari,choutala
11-18-321-02125-303236,Assam,Kamrup,2.3960001,940,86851.8125,16132.3017578125,0.282937377691269,21,48,4,41,30,0,0,0,0,0,palasbari,satpur
11-18-321-02125-303237,Assam,Kamrup,0.5349,482,99937.1953125,20326.208984375,0.148305088281631,49,122,9,106,20,0,0,0,0,0,palasbari,madanpur
11-18-321-02125-303238,Assam,Kamrup,0.8936,551,67290.0703125,14837.6552734375,0.330754339694977,8,12,0,12,30,0,0,0,0,0,palasbari,mahmarang
11-18-321-02125-303239,Assam,Kamrup,0.90970004,293,88663.0859375,18864.486328125,0.13475176692009,,,,,30,0,0,0,0,0,palasbari,nagaon
11-18-321-02125-303240,Assam,Kamrup,1.2494999,505,80509.7734375,16806.21484375,0.155069589614868,18,36,4,32,30,0,0,0,0,0,palasbari,darchala
11-18-321-02125-303241,Assam,Kamrup,1.5567999,604,75390.3828125,15390.69921875,0.352472096681595,77,116,20,96,30,0,0,0,0,0,palasbari,sasalpara no-1
11-18-321-02125-303242,Assam,Kamrup,0.56340003,501,58966.76953125,12652.318359375,0.478346467018127,8,15,2,13,20,0,0,0,0,0,palasbari,sasal para no-2
11-18-321-02125-303243,Assam,Kamrup,5.8009005,3258,63655.65625,14101.3154296875,0.456855982542038,37,56,2,54,,0,0,1,1,1,palasbari,barduar tea garden no-1
11-18-321-02125-303244,Assam,Kamrup,10.2771,4794,76168.4765625,16432.326171875,0.239042118191719,288,523,74,437,,0,0,1,1,0,palasbari,barduar tea garden no-2
11-18-321-02125-303245,Assam,Kamrup,7.6415997,2796,64453.3671875,13840.5634765625,0.424264967441559,115,181,10,141,,0,0,1,0,0,palasbari,barduar tea garden no-3
11-18-321-02125-303246,Assam,Kamrup,0.77849996,469,62155.1015625,13403.42578125,0.477801263332367,16,24,4,20,,0,0,0,0,1,palasbari,japangbari
11-18-321-02125-303247,Assam,Kamrup,0.9517,538,51042.57421875,11245.01171875,0.69157087802887,17,29,7,22,,0,0,0,0,0,palasbari,khonapara
11-18-321-02125-303248,Assam,Kamrup,0.4337,715,60239.96875,11815.021484375,0.530386745929718,8,14,1,13,25,0,0,0,0,0,palasbari,puijala
11-18-321-02125-303249,Assam,Kamrup,0.1487,177,65440.67578125,14209.9755859375,0.222857147455215,3,10,0,10,,0,0,0,0,0,palasbari,bangeli bila n c
11-18-321-02125-303250,Assam,Kamrup,1.0591,323,67634.5859375,11815.6796875,0.629518091678619,6,7,3,4,,0,0,0,0,0,palasbari,baregaon no-2
11-18-321-02125-303251,Assam,Kamrup,0.6185,348,59718.26953125,12902.095703125,0.5,19,39,7,32,,0,0,0,0,0,palasbari,rani khamar
11-18-321-02125-303252,Assam,Kamrup,0.9983,613,67710.78125,12908.46875,0.512998282909393,31,62,7,53,,0,0,0,0,0,palasbari,baregaon no-1
11-18-321-02125-303253,Assam,Kamrup,1.0455,1547,65688.40625,13777.6767578125,0.462110966444016,47,83,6,77,,0,0,1,0,0,palasbari,raja para
11-18-321-02125-303254,Assam,Kamrup,1.2667,99,105478.0859375,26867.060546875,0.0566037744283676,5,13,0,13,7,0,0,0,0,1,palasbari,dole gaon
11-18-321-02125-303255,Assam,Kamrup,1.0577999,775,77492.984375,17265.802734375,0.170380085706711,13,31,1,30,10,0,0,1,1,0,palasbari,losana
11-18-321-02125-303256,Assam,Kamrup,1.0295,312,84983.6328125,16473.75,0.292307704687119,7,9,0,9,10,0,0,1,0,0,palasbari,sathikarpa
11-18-321-02125-303257,Assam,Kamrup,0.6677,536,97020.484375,20750.046875,0.138728320598602,24,118,74,44,10,0,0,1,1,0,palasbari,salesala
11-18-321-02125-303258,Assam,Kamrup,1.5228,2363,89892.203125,19543.564453125,0.221057429909706,103,166,30,135,8,0,0,1,0,1,palasbari,kaita sidhi poitasidhi
11-18-321-02125-303259,Assam,Kamrup,3.2957,3273,127742.4453125,26468.80078125,0.036637932062149,118,204,0,193,10,0,0,1,1,0,palasbari,bongara
11-18-321-02125-303260,Assam,Kamrup,10.077801,4534,89873.78125,19653.0390625,0.161011308431625,198,270,20,241,4,0,0,1,0,0,palasbari,maliata
11-18-321-02125-303261,Assam,Kamrup,2.4004,2654,108127.1328125,22277.849609375,0.156364977359772,246,1251,641,605,3,1,0,1,0,1,palasbari,chayani moniari
11-18-321-02125-303262,Assam,Kamrup,1.2673,1161,99426.25,19137.958984375,0.214482128620148,86,185,21,164,8,0,0,1,0,0,palasbari,magur para
11-18-321-02125-303263,Assam,Kamrup,1.9774001,1960,100392.5703125,20844,0.176713034510613,176,276,41,230,8,0,0,1,0,1,palasbari,chayani rangamati
11-18-321-02125-303264,Assam,Kamrup,1.7628,1510,108870.265625,24193.392578125,0.111111111938953,17,32,5,27,1.5,0,0,1,1,0,palasbari,hudumpur
11-18-321-02125-303266,Assam,Kamrup,1.55,1309,91900.03125,20358.05859375,0.179890021681786,30,40,0,40,,0,0,1,0,0,palasbari,barkukuria
11-18-321-02125-303267,Assam,Kamrup,2.8173,3560,109644.0625,23943.82421875,0.16619399189949,336,1848,1136,692,1,0,0,1,1,1,palasbari,kokjar kokrajhar
11-18-321-02125-303268,Assam,Kamrup,1.0762,1245,60966.69140625,12144.5654296875,0.463200002908707,145,1105,932,173,8,0,0,1,0,1,palasbari,dhantula rangamati
11-18-321-02125-303269,Assam,Kamrup,3.054,2587,88056.8984375,19937.412109375,0.186924085021019,233,394,71,322,,0,0,1,0,0,palasbari,baranti maniari
11-18-321-02125-303270,Assam,Kamrup,2.8635,1278,113947.015625,24153.15234375,0.113193944096565,48,89,8,81,10,0,0,1,0,1,palasbari,parakuchi
11-18-321-02125-303271,Assam,Kamrup,3.4552,2342,121515.171875,25430.978515625,0.0971207544207573,66,161,25,130,,0,0,1,1,1,palasbari,urput
11-18-321-02125-303272,Assam,Kamrup,2.1972,3977,108283.484375,23842.740234375,0.0818713456392288,294,543,105,425,10,0,0,1,0,0,palasbari,amranga
11-18-321-02125-303273,Assam,Kamrup,3.7607,1542,96344.6875,21374.693359375,0.109940752387047,15,30,0,30,10,0,0,1,1,0,palasbari,majkuchi
11-18-321-02125-303274,Assam,Kamrup,2.6313,2423,103882.4453125,22720.06640625,0.109571240842342,82,233,19,191,6,0,0,1,1,1,palasbari,santola
11-18-321-02125-303275,Assam,Kamrup,1.0433999,791,88138.65625,18109.11328125,0.156046807765961,15,27,0,27,1.5,0,0,1,0,1,palasbari,sadilapur
11-18-321-02125-303276,Assam,Kamrup,1.1844001,435,87114.703125,17620.9296875,0.177272722125053,12,19,2,17,8,0,0,0,0,0,palasbari,kamargaon
11-18-321-02125-303277,Assam,Kamrup,0.7553,406,70304.3125,14730.4267578125,0.309523820877075,32,71,7,64,,0,0,0,0,0,palasbari,muhudi
11-18-321-02125-303278,Assam,Kamrup,0.1584,251,68205.984375,13127.51171875,0.539748966693878,11,31,4,27,27,0,0,0,0,0,palasbari,betlanchi
11-18-321-02125-303279,Assam,Kamrup,0.1205,141,61843.375,12621.0966796875,0.476190477609634,6,17,0,17,27,0,0,0,0,1,palasbari,betlanchi n c
11-18-321-02125-303280,Assam,Kamrup,0.1262,83,62737.03515625,13285.490234375,0.470588237047195,4,7,2,4,25,0,0,0,0,0,palasbari,batabari pathar n c
11-18-321-02125-303281,Assam,Kamrup,0.1322,80,94811.3359375,16161.0224609375,0.272727280855179,5,10,2,8,25,0,0,0,0,0,palasbari,batabari pathar
11-18-321-02125-303282,Assam,Kamrup,0.11614189,354,87092.796875,18322.80078125,0.262295067310333,19,38,6,24,26,0,0,0,0,0,palasbari,batabari n c
11-18-321-02125-303283,Assam,Kamrup,0.5413,316,77461.4609375,16098.91796875,0.171686753630638,12,28,4,22,,0,0,0,0,0,palasbari,batabari gaon
11-18-321-02125-303284,Assam,Kamrup,0.3465,123,69954.140625,14908.259765625,0.204918026924133,3,4,0,4,26,0,0,0,0,0,palasbari,jimirigaon n c
11-18-321-02125-303285,Assam,Kamrup,0.77889997,249,77717.140625,17419.357421875,0.181034475564957,10,22,4,16,29,0,0,0,0,0,palasbari,jimirigaon
11-18-321-02125-303286,Assam,Kamrup,0.406,136,78106.28125,13989.18359375,0.365671634674072,3,4,1,3,28,0,0,0,0,0,palasbari,bhalakhowa
11-18-321-02125-303287,Assam,Kamrup,0.65495044,191,69893.7890625,16403.64453125,0.270408153533936,5,7,0,7,29,0,0,0,0,0,palasbari,bhalakhowa n c
11-18-321-02125-303288,Assam,Kamrup,0.6365,209,78932.71875,15931.3740234375,0.192660555243492,8,21,1,20,29,0,0,0,0,0,palasbari,katal para
11-18-321-02125-303289,Assam,Kamrup,0.22219999,219,89756.0078125,16386.990234375,0.273858934640884,9,22,2,20,40,0,0,0,0,0,palasbari,katal para n c
11-18-321-02125-303290,Assam,Kamrup,1.3149,355,73063.1796875,14527.181640625,0.35672515630722,6,8,0,8,26,0,0,0,0,1,palasbari,pat gaon bandha para
11-18-321-02125-303291,Assam,Kamrup,0.1692,500,63088.140625,12028.9755859375,0.525354981422424,13,17,1,14,26,0,0,0,0,1,palasbari,pat gaon bandha para n c
11-18-321-02125-303292,Assam,Kamrup,0.55113804,77,50005.046875,10001.009765625,0.733333349227905,3,3,0,3,40,0,0,0,0,0,palasbari,salmer n c
11-18-321-02125-303293,Assam,Kamrup,0.8128,253,57865.37109375,10947.501953125,0.567567586898804,7,9,0,7,15,0,0,0,0,0,palasbari,salmer
11-18-321-02125-303294,Assam,Kamrup,1.8347,710,66613.90625,13812.5888671875,0.448529422283173,17,25,4,18,26,0,0,0,0,0,palasbari,umchur
11-18-321-02125-303295,Assam,Kamrup,0.2218,571,81561.578125,18295.490234375,0.205479457974434,19,36,0,34,25,0,0,0,0,0,palasbari,umchur n c
11-18-321-02125-303296,Assam,Kamrup,2.8964999,664,73910.6484375,18052.888671875,0.238505750894547,16,33,2,31,16,0,0,1,1,0,palasbari,patgaon
11-18-321-02125-303297,Assam,Kamrup,4.374,1860,84904.7265625,18031.681640625,0.123230203986168,19,36,0,36,,0,0,1,1,0,palasbari,mairapur grant
11-18-321-02125-303298,Assam,Kamrup,4.374,1781,99867.9140625,20311.1953125,0.104689203202724,87,184,1,183,16,0,0,1,1,0,palasbari,mairapur
11-18-321-02125-303299,Assam,Kamrup,1.6728,111,73503.9921875,15611.466796875,0.176991149783134,,,,,14,0,0,0,0,0,palasbari,majpara
11-18-321-02125-303300,Assam,Kamrup,1.9201,324,59931.4375,14112.88671875,0.374193549156189,43,74,12,41,15,0,0,1,0,0,palasbari,pazi bindha
11-18-321-02125-303301,Assam,Kamrup,5.0393,502,72364.625,16199.0537109375,0.238532111048698,18,58,0,58,15,0,0,0,0,0,palasbari,khope gaon
11-18-321-02125-303302,Assam,Kamrup,0.7025,85,71796.0390625,15168.177734375,0.352112680673599,4,9,3,6,13,0,0,0,0,0,palasbari,thengapara
11-18-321-02125-303303,Assam,Kamrup,0.9942,176,70838.5859375,16169.677734375,0.22826087474823,8,11,2,8,12,0,0,0,0,0,palasbari,tangan para
11-18-321-02125-303304,Assam,Kamrup,0.5685,343,73804.65625,16024.8642578125,0.314984709024429,12,16,1,14,14,0,0,0,1,0,palasbari,challi
11-18-321-02125-303305,Assam,Kamrup,0.8094,380,60381.921875,14226.107421875,0.369109958410263,19,27,3,17,15,0,0,0,0,1,palasbari,garo para
